frame,emotion,gaze_x,gaze_y,AU_0,AU_1,AU_2,AU_3,AU_4,AU_5,AU_6,AU_7
189,7,-0.0396974273025989,0.033679150044918,0.0,0.0,0.0,0.0,0.0,0.09754346311092377,0.1360279619693756,0.004999584052711725
190,7,-0.0355670601129531,0.0167008936405181,0.0,0.0,0.0,0.0,0.0,0.029254943132400513,0.02992861345410347,0.004888214636594057
191,7,-0.0394429638981819,0.0072526345029473,0.0,0.0,0.0,1.9301533029647544e-05,0.0,0.03720099851489067,0.06612847745418549,0.005072044208645821
192,7,-0.0302661024034023,0.0368572659790515,0.0,0.0,0.0,2.1598303646896966e-05,0.0,0.044085923582315445,0.02629072219133377,0.0047777858562767506
193,7,-0.0399704799056053,0.0510311126708984,0.0,0.0,0.0,0.0001751553500071168,0.0,0.04095478355884552,0.024219367653131485,0.004128564614802599
194,7,-0.037946917116642,0.0762224048376083,0.0,0.0,0.0,0.0,0.0,0.04454571008682251,0.025293081998825073,0.002459543524309993
195,7,-0.0360765680670738,0.0899370536208152,0.0,0.0,0.0,0.0001253289810847491,0.0,0.04371041804552078,0.08003672957420349,0.00460903299972415
196,7,-0.0401383489370346,0.0731367021799087,0.0,0.0,0.0,0.0052565038204193115,0.0,0.07906895875930786,0.028940144926309586,0.006017729174345732
197,7,-0.0330117270350456,0.1022957265377044,0.0,0.0,0.0,0.005522356368601322,0.0,0.16966091096401215,0.028484895825386047,0.006258923094719648
198,7,-0.0368671938776969,0.1108612865209579,0.0,0.0,0.0,0.002112714108079672,0.0,0.06479384005069733,0.03167044743895531,0.004175510257482529
199,7,-0.0383868999779224,0.082483597099781,0.0,0.0,0.0,0.00451623322442174,0.0,0.12702186405658722,0.050468407571315765,0.006895235273987055
200,7,-0.0386251211166381,0.0966860577464103,0.0,0.0,0.0,0.004262556321918964,0.0,0.08366555720567703,0.02159535326063633,0.005801273975521326
201,7,-0.0382372848689556,0.1160598918795585,0.0,0.0,0.0,0.005867890082299709,0.0,0.16426017880439758,0.07517346739768982,0.005052766762673855
202,7,-0.0377040207386016,0.0914374068379402,0.0,0.0,0.0,0.00039237813325598836,0.0,0.07763026654720306,0.014617020264267921,0.006900092586874962
203,7,-0.0388749130070209,0.0947005227208137,0.0,0.0,0.0,0.0009918196592479944,0.0,0.16723105311393738,0.027272384613752365,0.004844974726438522
204,7,-0.0402935184538364,0.0965987667441368,0.0,0.0,0.0,0.0071503110229969025,0.0,0.43640267848968506,0.04150591790676117,0.009390558116137981
205,7,-0.0401061102747917,0.0682617351412773,0.0,0.0,0.0,0.013807257637381554,0.0,0.6904370784759521,0.35569483041763306,0.017489254474639893
206,7,-0.040214255452156,0.0846137180924415,0.0,0.0,0.0,0.01352672278881073,0.0,0.45256197452545166,0.12360696494579315,0.00995651725679636
207,7,-0.0355335921049118,0.0332957804203033,0.0,0.0,0.0,0.0006461204029619694,0.0,0.3196856379508972,0.036084018647670746,0.011937533505260944
208,7,-0.0215435624122619,0.0539862737059593,0.0,0.0,0.0,0.0016795321134850383,0.0,0.2756234407424927,0.04563290625810623,0.013607652857899666
209,7,-0.0397028066217899,0.0158226490020751,0.0,0.0,0.0,0.007508887909352779,0.0,0.45727619528770447,0.27192237973213196,0.01365694124251604
210,7,-0.0400239266455173,0.0558356493711471,0.0,0.0,0.0,0.024297526106238365,0.0,0.6853219270706177,0.2687538266181946,0.021738292649388313
211,7,-0.0400197878479957,0.0552094988524913,0.0,0.0,0.0,0.013295218348503113,0.0,0.6894167065620422,0.10947294533252716,0.025017619132995605
212,7,-0.0385937243700027,0.0577134080231189,0.0,0.0,0.0,0.01860940083861351,0.0,0.6865532994270325,0.025229094550013542,0.02498074434697628
213,7,-0.0400353781878948,0.0781243219971656,0.0,0.0,0.0,0.012386973947286606,0.0,0.19522279500961304,0.06200958415865898,0.026879912242293358
214,7,-0.0399069190025329,0.038143690675497,0.0,0.0,0.0,0.009386995807290077,0.0,0.35985273122787476,0.03380420058965683,0.015451548621058464
215,7,-0.0239299833774566,0.0463229306042194,0.0,0.0,0.0,0.002451450563967228,0.0,0.14626631140708923,0.01966797560453415,0.016688961535692215
216,7,-0.0342698283493518,0.12706358730793,0.0,0.0,0.0,0.01255604438483715,0.0,0.24874019622802734,0.038116585463285446,0.0099435243755579
217,7,-0.0241198446601629,0.0907856002449989,0.0,0.0,0.0,0.00825804378837347,0.0,0.159705251455307,0.01724531315267086,0.004522606264799833
218,7,-0.0226923506706953,0.0640720874071121,0.0,0.0,0.0,0.011405190452933311,0.0,0.19065281748771667,0.017428839579224586,0.0036607931833714247
219,7,-0.0243963003158569,0.0774603560566902,0.0,0.0,0.0,0.034406013786792755,0.0,0.6589728593826294,0.01942381076514721,0.004433228634297848
220,7,-0.0357999987900257,0.0632475689053535,0.0,0.0,0.0,0.014960875734686852,0.0,0.5236978530883789,0.11473017930984497,0.008435088209807873
221,7,-0.0242216102778911,0.1000089943408966,0.0,0.0,0.0,0.01890379935503006,0.0,0.2601894736289978,0.021932518109679222,0.008283906616270542
222,7,-0.0215964671224355,0.0500118657946586,0.0,0.0,0.0,0.011349317617714405,0.0,0.13448598980903625,0.0114052202552557,0.003560771467164159
223,7,-0.0401799120008945,0.079420730471611,0.0,0.0,0.0,0.038429368287324905,0.0,0.44892698526382446,0.042267877608537674,0.006576544139534235
224,7,-0.1241243630647659,0.1350425332784652,0.005934210028499365,0.006702020298689604,0.0,0.016493454575538635,0.0,0.11146671324968338,0.13226790726184845,0.011965355835855007
225,7,-0.1460812240839004,0.2045956552028656,0.0,0.0,0.0,0.038452330976724625,0.0,0.32912057638168335,0.12747421860694885,0.00968199037015438
226,7,-0.098205879330635,0.1886415034532547,0.00022400091984309256,0.0,0.0,0.03552195802330971,0.0,0.22454999387264252,0.08647201955318451,0.007977859117090702
227,7,-0.0407996475696563,0.1731269061565399,0.0,0.0,0.0,0.010528771206736565,0.0,0.09138315171003342,0.024102352559566498,0.004556606523692608
228,7,-0.0401738248765468,0.0839541926980018,0.0,0.0,0.0,0.0172274187207222,0.0,0.16339579224586487,0.024414286017417908,0.0037568602710962296
229,7,-0.0392300859093666,0.1083574071526527,0.0,0.0,0.0,0.014361054636538029,0.0,0.2070634663105011,0.021599574014544487,0.003688073018565774
230,7,-0.0403047427535057,0.0982957854866981,0.0,0.0,0.0,0.01669979840517044,0.0,0.29425114393234253,0.016854941844940186,0.004196830093860626
231,7,-0.0345901697874069,0.0710554346442222,0.0,0.0,0.0,0.0037992740981280804,0.0,0.08899728953838348,0.0208749957382679,0.00431396160274744
232,7,-0.0341098383069038,0.0940881744027137,0.0,0.0,0.0,0.004814072512090206,0.0,0.09407959878444672,0.02161315642297268,0.004544612020254135
233,7,-0.0402030497789382,0.0829194411635398,0.0,0.0,0.0,0.0032737846486270428,0.0,0.13067971169948578,0.027377024292945862,0.004809628706425428
234,7,-0.027121553197503,0.0980060324072837,0.0,0.0,0.0,0.014270331710577011,0.0,0.19037504494190216,0.05278356373310089,0.005553801544010639
235,7,-0.0396506674587726,0.0967755541205406,0.0,0.0,0.0,0.010669097304344177,0.0,0.12040433287620544,0.032793376594781876,0.004580278415232897
236,7,-0.0064295977354049,0.1234589144587516,0.0,0.0,0.0,0.0002718835021369159,0.0,0.02546723745763302,0.009573129005730152,0.005132279824465513
237,7,-0.026617057621479,0.1226255297660827,0.0,0.0,0.0,0.0,0.0,0.02899889275431633,0.034209076315164566,0.0077888634987175465
238,7,-0.0210994575172662,0.1287345141172409,0.0,0.0,0.0,0.0003862261073663831,0.0,0.0740353986620903,0.015303774736821651,0.005009057000279427
239,7,-0.0190938878804445,0.0797258839011192,0.0,0.0,0.0,0.0002155612310161814,0.0,0.039431508630514145,0.009524237364530563,0.006283980794250965
240,7,-0.0148490294814109,0.097630076110363,0.0,0.0,0.0,0.0,0.0,0.026982199400663376,0.008147267624735832,0.0016115267062559724
241,7,-0.0150164067745208,0.073490522801876,0.0,0.0,0.0,0.0010349573567509651,0.0,0.05285784602165222,0.011015349067747593,0.004430576227605343
242,7,-0.028081577271223,0.0857399255037307,0.0,0.0,0.0,0.010982148349285126,0.0,0.1297968626022339,0.023508111014962196,0.005111833103001118
243,7,-0.0383022055029869,0.073627233505249,0.0,0.0,0.0,0.009667562320828438,0.0,0.1329422891139984,0.039020199328660965,0.009798506274819374
244,7,-0.0398435592651367,0.0920251086354255,0.0,0.0,0.0,0.010507562197744846,0.0,0.15672869980335236,0.0171394981443882,0.004562806338071823
245,7,-0.0402998924255371,0.0975623056292533,0.0,0.0,0.0,0.008989201858639717,0.0,0.10927611589431763,0.037333302199840546,0.008265089243650436
246,7,-0.0402986258268356,0.0973709151148796,0.0,0.0,0.0,0.003790015820413828,0.0,0.09897173941135406,0.022956516593694687,0.0065213474445044994
247,7,-0.0403885431587696,0.1109665557742118,0.0,0.0,0.0,0.006504158489406109,0.0,0.16291296482086182,0.015862789005041122,0.004634706303477287
248,7,-0.0388627871870994,0.1160529106855392,0.0,0.0,0.0,0.00425332598388195,0.0,0.08697535842657089,0.013087832368910313,0.007012729533016682
249,7,-0.040290530771017,0.0961465463042259,0.0006189412088133395,0.0,0.0,0.0034353844821453094,0.0,0.05871113762259483,0.03104422613978386,0.004200733732432127
250,7,-0.0253863260149955,0.10099808126688,0.0,0.0,0.0,0.0034222060348838568,0.0,0.0721813440322876,0.018281545490026474,0.003983303904533386
251,7,-0.0401757694780826,0.0787943005561828,0.0,0.0,0.0,0.004903361666947603,0.0,0.09233938157558441,0.010906070470809937,0.0047733052633702755
252,7,-0.0402369014918804,0.0880380794405937,0.0,0.0,0.0,0.004871762823313475,0.0,0.0893939658999443,0.012898819521069527,0.005965689662843943
253,7,-0.0390710830688476,0.0676824897527694,0.0,0.0,0.0,0.001037629321217537,0.0,0.055247239768505096,0.009672282263636589,0.004852699115872383
254,7,-0.040251862257719,0.0903002768754959,0.0,0.0,0.0,0.008465363644063473,0.0,0.12228218466043472,0.015353064052760601,0.0055455551482737064
255,7,-0.0320596173405647,0.0845064222812652,0.0,0.0,0.0,0.007357260677963495,0.0,0.0770219936966896,0.01384786143898964,0.00844674464315176
256,7,-0.0401562750339508,0.075846679508686,0.0,0.0,0.0,0.0005384453106671572,0.0,0.0480952262878418,0.01034098956733942,0.012765771709382534
257,7,-0.0331779569387435,0.0973705202341079,0.0,0.0,0.0,0.0006275920895859599,0.0,0.05061502382159233,0.006420489400625229,0.005565740633755922
258,7,-0.0190638750791549,0.1487620174884796,0.0,0.0,0.0,0.0001986832357943058,0.0,0.02637430652976036,0.015030233189463615,0.0039526596665382385
259,7,-0.0266325008124113,0.0996463447809219,0.0,0.0,0.0,0.0,0.0,0.02425760217010975,0.006848316174000502,0.0033800883684307337
260,7,-0.0094948522746562,0.102859228849411,0.0,0.0,0.0,0.0004942804225720465,0.0,0.03792453557252884,0.011923492886126041,0.004292025696486235
261,7,-0.0177252404391765,0.0835313946008682,0.0,0.0,0.0,0.0006759032839909196,0.0,0.024322252720594406,0.019352171570062637,0.0036823642440140247
262,7,-0.0310971103608608,0.1255239099264145,0.0,0.0,0.0,0.000410230626584962,0.0,0.11447291821241379,0.01640746369957924,0.00572094414383173
263,7,-0.021388154476881,0.1176790818572044,0.0,0.0,0.0,0.0002805294352583587,0.0,0.06332945823669434,0.013690083287656307,0.009333105757832527
264,7,-0.027964849025011,0.0978145822882652,0.0,0.0,0.0,0.00015775808424223214,0.0,0.040353190153837204,0.016474071890115738,0.0069455550983548164
265,7,-0.0402535982429981,0.0905624628067016,0.0,0.0,0.0,0.0,0.0,0.02997051551938057,0.012372501194477081,0.004491179715842009
266,7,-0.0401013270020484,0.0675386786460876,0.0,0.0,0.0,0.00032890791771933436,0.0,0.05293392390012741,0.017129050567746162,0.004611931275576353
267,7,-0.0151685271412134,0.0734110623598098,0.0,0.0,0.0,0.00028387235943228006,0.0,0.04515010863542557,0.02692626416683197,0.003965285141021013
268,7,-0.033435970544815,-0.0376666039228439,0.0,0.0,0.0,0.002261244459077716,0.0,0.0337548665702343,0.011737039312720299,0.00354054500348866
269,7,-0.0057808421552181,-0.1896468549966812,0.0,0.0,0.0,0.0,0.0,0.023444870486855507,0.005894233472645283,0.004687546752393246
270,7,0.0127885043621063,-0.222792237997055,0.0,0.0,0.0,0.0,0.0,0.019385024905204773,0.006506790407001972,0.004698827862739563
271,7,0.0059065595269203,-0.2095350623130798,0.0,0.0,0.0,0.00033428671304136515,0.0,0.03257613256573677,0.009360915049910545,0.007047784049063921
272,7,0.0098854936659336,-0.2177018821239471,0.0,0.0,0.0,0.0,0.0,0.026269542053341866,0.010258641093969345,0.011000217869877815
273,7,0.0106029957532882,-0.205901101231575,0.0,0.0,0.0,0.0,0.0,0.016246862709522247,0.006335060577839613,0.0036498066037893295
274,7,0.026036724448204,-0.1997756063938141,0.0,0.0,0.0,4.4122531107859686e-05,0.0,0.04530328884720802,0.022752271965146065,0.012785656377673149
275,7,0.0460359752178192,-0.123951107263565,0.0,0.0,0.0,0.00018407560128252953,0.0,0.015249308198690414,0.0003618582268245518,0.005188675597310066
276,7,0.0433549284934997,-0.1267774701118469,0.0,0.0,0.0,6.794791261199862e-05,0.0,0.026901748031377792,0.007118904031813145,0.010225190781056881
277,7,0.0169432498514652,-0.1020699441432952,0.0,0.0,0.0,0.00010991239105351269,0.0,0.0403708815574646,0.005251139402389526,0.013083317317068577
278,7,0.0281249731779098,-0.0611396692693233,0.0,0.0,0.0,0.0007729284698143601,0.0,0.025845959782600403,0.008328143507242203,0.015554247424006462
279,7,0.0283294841647148,0.1224702522158622,0.0,0.0,0.0,0.00022581146913580596,0.0,0.05687225982546806,0.012883385643362999,0.007130759302526712
280,7,0.0492004305124282,0.1330820769071579,0.0,0.0,0.0,0.0007946545956656337,0.0,0.09818191826343536,0.013690660707652569,0.006891132332384586
281,7,0.0458436757326126,0.1826522797346115,0.0,0.0,0.0,0.0,0.0,0.029346689581871033,0.005735522136092186,0.0022555047180503607
282,7,0.0351789370179176,0.2652661204338074,0.0,0.0,0.0,0.0005361036746762693,0.0,0.01947006769478321,0.007206057198345661,0.002543844748288393
283,7,0.0559596866369247,0.2710924446582794,0.0,0.0,0.0,0.00037853268440812826,0.0,0.007297699339687824,0.007409744895994663,0.0012972871772944927
284,7,0.0593815892934799,0.2636646330356598,0.0,0.0,0.0,1.2045223229506519e-05,0.0,0.0037465044297277927,0.00281622726470232,0.0007532184245064855
285,7,0.0596420913934707,0.2787300646305084,0.0,0.0,0.0,0.0,0.0,0.0028204789850860834,0.0023538570385426283,0.0005005141138099134
286,7,0.0637539848685264,0.2818440198898315,0.0,0.0,0.0,0.0002808849385473877,0.0,0.007380719296634197,0.0035384660586714745,0.0
287,7,0.0699381306767463,0.2750395238399505,0.0,0.0,0.0,0.0007264204323291779,0.0,0.0075264121405780315,0.0032774372957646847,0.0
288,7,0.0702475979924202,0.267892062664032,0.0,0.0,0.0,0.0,0.0,0.0025821516755968332,9.483713802183047e-05,0.0010455748997628689
289,7,0.0752167552709579,0.2943769991397857,0.0,0.0,0.0,3.688631477416493e-05,0.0,0.0028212708421051502,0.0,0.0
290,7,0.0818939507007598,0.2955973744392395,0.0,0.0,0.0,0.00024249796115327626,0.0,0.002785538788884878,0.0,0.0
291,7,0.0752155035734176,0.301209419965744,0.0,0.0,0.0,9.577993478160352e-05,0.0,0.00473468704149127,0.0,0.0020192263182252645
292,7,0.0817820951342582,0.286810427904129,0.0,0.0,0.0,0.00019649570458568633,0.0,0.00510163139551878,0.002778004389256239,0.002959790639579296
293,7,0.0640502050518989,0.3081555962562561,0.0,0.0,0.0,0.0002647727669682354,0.0,0.005444223992526531,0.0005173380486667156,0.003160293446853757
294,7,0.0585724934935569,0.3030289113521576,0.0,0.0,0.0,0.00019301696738693863,0.0,0.008611952885985374,0.0019563378300517797,0.0011832001619040966
295,7,0.0495703443884849,0.2582589089870453,0.0,0.0,0.0,0.0010060295462608337,0.0,0.020129501819610596,0.006891848519444466,0.0
296,7,0.0500003546476364,0.2512062191963196,0.0,0.0,0.0,0.0005141020519658923,0.0,0.014796792529523373,0.007632425986230373,0.0
297,7,0.0462102815508842,0.2354022413492202,0.0,0.0,0.0,0.00030797134968452156,0.0,0.02782483771443367,0.014646018855273724,0.0007399181486107409
298,7,0.0373154506087303,0.2255803346633911,0.0,0.0,0.0,0.0018319017253816128,0.0,0.039238303899765015,0.016091976314783096,0.00241787894628942
299,7,-0.0358372330665588,0.2279658168554306,0.0010621361434459686,0.00037927876110188663,0.0,0.003958795219659805,0.0,0.05819417163729668,0.021902117878198624,0.010175362229347229
300,7,-0.0664918720722198,0.14968903362751,0.0,0.0,0.0,0.0216436218470335,0.0,0.18878889083862305,0.1305367797613144,0.00984269380569458
301,7,-0.0395443998277187,0.1051308214664459,0.0,0.0,0.0,0.0071716466918587685,0.0,0.05389687418937683,0.030214741826057434,0.007898567244410515
302,7,0.0069570988416671,0.2349225878715515,0.0,0.0,0.0,0.0015129324747249484,0.0,0.05074640363454819,0.011226054280996323,0.0024581695906817913
303,7,0.0192709825932979,0.2408448010683059,0.0,0.0,0.0,0.0002961611025966704,0.0,0.01784338429570198,0.011011919006705284,0.001401746179908514
304,7,0.0345130264759063,0.2522872984409332,0.0,0.0,0.0,0.0001810746907722205,0.0,0.003865462029352784,0.002935669617727399,0.0002278056344948709
305,7,0.0320830419659614,0.2571272253990173,0.0,0.0,0.0,0.0021783290430903435,0.0,0.03223732113838196,0.00464298389852047,0.0
306,7,0.0524254962801933,0.26324662566185,0.0,0.0,0.0,0.0007863652426749468,0.0,0.004150290507823229,0.0035069386940449476,0.0001619673566892743
307,7,0.0351970791816711,0.2490531355142593,0.0018555502174422145,0.002158369170501828,0.0,0.0010974927572533488,0.0,0.014824583195149899,0.00497431680560112,0.0008348250412382185
308,7,0.0367660894989967,0.2516840100288391,0.0,0.0,0.0,0.000893058255314827,0.0,0.025096438825130463,0.011428778059780598,0.0036710083950310946
309,7,0.0202675946056842,0.257095456123352,0.0,0.0,0.0,0.0007257951074279845,0.0,0.014166195876896381,0.009759816341102123,0.003743070410564542
310,7,0.0361103937029838,0.2609631717205047,0.0,0.0,0.0,0.00023068908194545656,0.0,0.003297768533229828,0.0035336599685251713,0.0005733196157962084
311,7,0.0068811364471912,0.2590343356132507,0.00594934169203043,0.0057289679534733295,0.0,0.000866576679982245,0.0,0.018641818314790726,0.00743953138589859,0.0031677489168941975
312,7,0.036195620894432,0.242661714553833,0.0,0.0,0.0,0.0009087583748623729,0.0,0.014796525239944458,0.004141543060541153,0.0
313,7,0.0011771246790885,0.1755974888801574,0.0,0.0,0.0,0.0009480752050876617,0.0,0.028503505513072014,0.01104716956615448,0.0019953984301537275
314,7,-0.0204077735543251,0.0337806306779384,0.0,0.0,0.0,0.0026403681840747595,0.0,0.06424184888601303,0.013840573839843273,0.004540029913187027
315,7,-0.0236298274248838,0.071207545697689,0.0,0.0,0.0,0.0011569513007998466,0.0,0.038703761994838715,0.007269395515322685,0.00026741830515675247
316,7,-0.0239908918738365,-0.0066444473341107,0.0,0.0,0.0,0.0005539059638977051,0.0,0.02031150832772255,0.006312484387308359,0.0018895844696089625
317,7,-0.0237596333026886,0.0511247888207435,0.0,0.0,0.0,0.0013818938750773668,0.0,0.045199453830718994,0.011816340498626232,0.0016706801252439618
318,7,-0.0089825522154569,0.058492362499237,0.0,0.0,0.0,0.000892370066139847,0.0,0.04330188408493996,0.009713050909340382,0.001419415813870728
319,7,-0.0342279262840747,0.0543179176747798,0.0,0.0,0.0,0.0004270832287147641,0.0,0.02462407946586609,0.0075292643159627914,0.0036963492166250944
320,7,-0.0244706664234399,0.0622974149882793,0.0,0.0,0.0,0.0007674667285755277,0.0,0.028713535517454147,0.008134577423334122,0.0018324563279747963
321,7,-0.0197436176240444,0.0480996742844581,0.0,0.0,0.0,0.0005406228010542691,0.0,0.01730760745704174,0.007994633167982101,0.0025000928435474634
322,7,-0.0270012989640235,0.0308618322014808,0.0,0.0,0.0,0.00021206200472079217,0.0,0.026641175150871277,0.00767107680439949,0.004797544330358505
323,7,-0.0135315172374248,0.0239727571606636,0.0,0.0,0.0,0.00029712935793213546,0.0,0.04001879692077637,0.026197709143161774,0.005675720516592264
324,7,-0.0351911261677742,0.0759683474898338,0.0,0.0,0.0,0.0007598111405968666,0.0,0.0451682023704052,0.0195224080234766,0.004204217344522476
325,7,-0.0316300354897975,0.0773201063275337,0.0,0.0,0.0,0.0002919778344221413,0.0,0.03496688976883888,0.009209920652210712,0.003380166832357645
326,7,-0.0212703142315149,0.0780360922217369,0.0,0.0,0.0,0.0009345995495095849,0.0,0.03605613112449646,0.011968671344220638,0.002830208046361804
327,7,-0.0062205456197261,0.0920357778668403,0.0,0.0,0.0,0.00016689750191289932,0.0,0.015712058171629906,0.010809339582920074,0.0009187589166685939
328,7,-0.0183745268732309,0.0979712679982185,0.0,0.0,0.0,0.0006791579071432352,0.0,0.02645999938249588,0.022682802751660347,0.0036997816059738398
329,7,-0.0180435851216316,0.0860586687922477,0.0,0.0,0.0,0.00036110536893829703,0.0,0.020891746506094933,0.02247915230691433,0.003157066646963358
330,7,0.0011394172906875,0.0985308811068534,0.0008635463891550899,0.0018069361103698611,0.0,0.00016517525364179164,0.0,0.013018002733588219,0.02094626985490322,0.0
331,7,-0.0293110944330692,0.0857558846473693,0.0007698716945014894,0.002664626110345125,0.0,0.0005056251538917422,0.0,0.01752413623034954,0.010010931640863419,0.001965818228200078
332,7,-0.0100878030061721,0.0776327401399612,0.0,0.0,0.0,0.0,0.0,0.00744456984102726,0.00840715505182743,0.0007019155891612172
333,7,-0.0081730149686336,0.0762560814619064,0.0,0.0,0.0,0.0,0.0,0.007273991592228413,0.007128417957574129,0.0011846560519188643
334,7,-0.0226007550954818,0.068788819015026,0.0,0.0,0.0,0.0,0.0,0.005011463537812233,0.00821834895759821,0.0014919656096026301
335,7,-0.0126047749072313,0.0799590125679969,0.0,0.0,0.0,4.27954915949158e-07,0.0,0.012816669419407845,0.06872302293777466,0.0020150444470345974
336,7,-0.0241890773177146,0.0629712119698524,0.00036375512718223035,0.0,0.0,0.0002778432972263545,0.0,0.012188924476504326,0.027996625751256943,0.0010094078024849296
337,7,-0.0060083419084548,0.0750248432159423,0.0,0.0,0.0,0.00021295582700986415,0.0,0.007371261715888977,0.009476831182837486,0.0021020437125116587
338,7,-0.0070191770792007,0.0868966579437255,0.0,0.0,0.0,0.00029316049767658114,0.0,0.009710445068776608,0.009305257350206375,0.0013747024349868298
339,7,-0.007869504392147,0.0890184491872787,0.0013010326074436307,0.004320076201111078,0.0,0.00028515461599454284,0.0,0.01351576205343008,0.005442333407700062,0.002560260007157922
340,7,-0.0181587971746921,0.0567348189651966,0.0,0.0008598996209912002,0.0,0.0006079496815800667,0.0,0.01286604069173336,0.008918640203773975,0.0006452365778386593
341,7,-0.0212594475597143,0.072644904255867,0.0,0.0,0.0,0.0006317559164017439,0.0,0.016987668350338936,0.006847861222922802,0.00197892589494586
342,7,0.0108867995440959,0.0879628211259841,0.0,0.00012582419731188565,0.0,0.00012660662468988448,0.0,0.009844895452260971,0.00743683660402894,0.0
343,7,-0.0167055521160364,0.0530165061354637,0.0,0.0,0.0,0.0008257068693637848,0.0,0.021604934707283974,0.017748022451996803,0.0013015047879889607
344,7,-0.0243440642952919,0.0570542551577091,0.0,0.0,0.0,0.0006973793497309089,0.0,0.015330445021390915,0.010863754898309708,0.0006315151695162058
345,7,-0.0136150699108839,0.0724686756730079,0.0,0.0,0.0,7.476523023797199e-05,0.0,0.006747240666300058,0.005663689225912094,0.0021220806520432234
346,7,-0.0156123284250497,0.097851425409317,0.0,0.0,0.0,0.0004269565106369555,0.0,0.013318326324224472,0.009445852600038052,0.0035409803967922926
347,7,-0.0262110382318496,0.0917882323265075,0.0,0.0,0.0,0.00015355586947407573,0.0,0.015074926428496838,0.013857392594218254,0.0029545235447585583
348,0,-0.0178076885640621,0.0751577913761138,0.0,0.000519915483891964,0.0,0.0003337808302603662,0.0,0.010302824899554253,0.013409028761088848,0.0029963350389152765
349,7,-0.0129358917474746,0.0700734853744506,0.0,0.0013399823801591992,0.0,0.000306929083308205,0.0,0.013674717396497726,0.007808894384652376,0.0009950109524652362
350,7,-0.0257760286331176,0.0860367715358734,0.0,0.0,0.0,0.00028702462441287935,0.0,0.02302592620253563,0.012493476271629333,0.0037067465018481016
351,7,-0.0352448299527168,0.0898410826921463,0.0,0.0,0.0,0.0005664943601004779,0.0,0.02541421726346016,0.01242324709892273,0.00358698982745409
352,7,-0.0398627407848835,0.0465283282101154,0.0,0.0,0.0,0.00048370350850746036,0.0,0.03094220906496048,0.014065705239772797,0.0032069191802293062
353,7,-0.0389916375279426,0.0682432651519775,0.0,0.0,0.0,0.0006258630310185254,0.0,0.030566340312361717,0.01351169589906931,0.0033635012805461884
354,7,-0.0294101983308792,-0.0040201088413596,0.0,0.0,0.0,0.00039309138082899153,0.0,0.022860202938318253,0.010321992449462414,0.002630132483318448
355,7,-0.0399774722754955,0.1066849157214164,0.0,0.0,0.0,0.008319340646266937,0.0,0.05104430764913559,0.19189584255218506,0.0035630157217383385
356,0,-0.0875703394412994,0.1982891112565994,0.0,0.0009119538590312004,0.0,0.0008950878400355577,0.0,0.01870458945631981,0.027309441938996315,0.003125235438346863
357,7,-0.1437343955039978,0.0735032334923744,0.0,0.0,0.0,0.00021006206225138158,0.0,0.0176212340593338,0.033373162150382996,0.00344941858202219
358,7,-0.1054675132036209,0.1172132864594459,0.0,0.0,0.0,0.0,0.0,0.020990144461393356,0.03653237223625183,0.00046754186041653156
359,7,-0.1106169000267982,0.0808069705963134,0.0,0.0,0.0015535518759861588,0.0,0.0,0.02542724460363388,0.5068731307983398,0.0003642519877757877
360,7,-0.15413898229599,0.1718340665102005,0.0,0.0,0.002325270092114806,0.00038290853262878954,0.0,0.0254073403775692,0.3475151062011719,0.00612449087202549
361,7,-0.0936103090643882,0.2171578556299209,0.0,0.0,0.0035370264668017626,1.3457272984851443e-07,0.0,0.03247358649969101,0.6546340584754944,0.01112974714487791
362,7,-0.0468109063804149,0.1637828350067138,0.024839015677571297,0.006623974535614252,0.003354528918862343,0.005555885843932629,0.0,0.05604131519794464,0.23744875192642212,0.014095313847064972
363,7,-0.0407249182462692,0.1618278324604034,0.013074858114123344,0.001080995425581932,0.012716143392026424,0.0011122081195935607,0.0,0.025487178936600685,0.3039146065711975,0.004146134946495295
364,7,-0.0406452119350433,0.1497755795717239,0.02368769235908985,0.006700180936604738,0.009800085797905922,0.003465442918241024,0.0,0.03409821540117264,0.26293760538101196,0.00832296535372734
365,7,-0.0452373996376991,0.1594206392765045,0.012968159280717373,0.003980676177889109,0.0011814199388027191,0.0015862301224842668,0.0,0.03813324123620987,0.32957807183265686,0.011540686711668968
366,7,-0.0409937612712383,0.2024772614240646,0.0028267826419323683,0.0,0.003990803379565477,0.004289297387003899,0.0,0.05745477229356766,0.8734244108200073,0.013257964514195919
367,7,-0.0421729013323783,0.1773057579994201,0.01903129555284977,0.0,0.05478046089410782,0.04927130043506622,0.014116046018898487,0.2153249979019165,0.9652550220489502,0.12881764769554138
368,7,-0.0409918464720249,0.2021876871585846,0.029692497104406357,0.0,0.020431455224752426,0.06373054534196854,0.008240725845098495,0.30884018540382385,0.9757974147796631,0.38997405767440796
369,1,-0.0408339165151119,0.1783082038164138,0.03184964880347252,0.0,0.010236606001853943,0.05210427567362785,0.006860391702502966,0.2972176671028137,0.9867649674415588,0.7923784852027893
370,7,-0.0406777709722518,0.1546985805034637,0.018368959426879883,0.0,0.002908149501308799,0.02230672910809517,0.0,0.2725585401058197,0.9882550835609436,0.9129122495651245
